"","Credit_Limit","Income_Category","Customer_Age","Total_Trans_Ct","Months_on_book","Gender","Education_Level","Marital_Status"
"2446",2186,"$40K - $60K",37,67,19,"M","Uneducated","Single"
"2447",17996,"$80K - $120K",45,30,39,"M","Uneducated","Single"
"2448",2306,"Less than $40K",54,57,43,"F","High School","Married"
"2449",26556,"$60K - $80K",38,73,30,"M","High School","Single"
"2450",5779,"Less than $40K",35,32,18,"F","College","Married"
"2451",5494,"Less than $40K",36,58,30,"F","Uneducated","Single"
"2452",7571,"$120K +",33,49,14,"M","Post-Graduate","Married"
"2453",2897,"Less than $40K",28,73,14,"M","High School","Single"
"2454",3131,"$40K - $60K",36,63,26,"F","Uneducated","Single"
"2455",4274,"Less than $40K",34,54,27,"F","College","Divorced"
"2456",4980,"$60K - $80K",55,66,36,"M","Doctorate","Married"
"2457",3156,"Less than $40K",61,44,48,"F","Post-Graduate","Married"
"2458",6861,"Less than $40K",44,63,39,"F","Graduate","Married"
"2459",15554,"$80K - $120K",54,61,46,"M","Graduate","Married"
"2460",26570,"$80K - $120K",39,33,28,"M","High School","Married"
"2463",5865,"$40K - $60K",37,47,25,"F","High School","Married"
"2465",5188,"$120K +",56,30,43,"M","Uneducated","Married"
"2466",17742,"$80K - $120K",53,55,36,"M","Graduate","Single"
"2467",2591,"$40K - $60K",62,56,48,"M","Graduate","Married"
"2468",2800,"Less than $40K",58,36,48,"F","Graduate","Married"
"2469",6543,"$80K - $120K",57,31,36,"M","High School","Married"
"2471",6316,"$40K - $60K",33,71,26,"F","College","Single"
"2472",4658,"Less than $40K",54,30,41,"F","Graduate","Married"
"2473",6476,"$60K - $80K",30,66,22,"M","Graduate","Divorced"
"2474",8087,"Less than $40K",36,69,36,"F","High School","Single"
"2475",9033,"$60K - $80K",60,35,50,"M","Graduate","Married"
"2476",3206,"Less than $40K",46,72,28,"F","High School","Single"
"2477",28751,"$80K - $120K",55,34,49,"M","Graduate","Married"
"2478",2938,"$80K - $120K",55,30,47,"M","High School","Married"
"2479",5715,"Less than $40K",31,67,25,"M","Uneducated","Single"
"2480",2111,"Less than $40K",55,61,36,"F","Uneducated","Divorced"
"2481",11862,"$40K - $60K",36,74,31,"M","Post-Graduate","Single"
"2483",6551,"Less than $40K",33,77,36,"F","Graduate","Single"
"2484",4533,"$40K - $60K",30,69,16,"M","Post-Graduate","Single"
"2485",1854,"$40K - $60K",54,39,36,"F","Graduate","Married"
"2486",6704,"$80K - $120K",53,30,43,"M","Uneducated","Married"
"2487",34516,"$80K - $120K",59,65,36,"M","Graduate","Single"
"2488",5489,"$120K +",41,65,32,"M","College","Single"
"2489",10619,"$40K - $60K",45,65,36,"M","Uneducated","Married"
"2490",2481,"Less than $40K",50,51,40,"F","Graduate","Married"
"2491",5100,"$60K - $80K",57,26,47,"M","Uneducated","Married"
"2492",5905,"$40K - $60K",63,65,49,"M","Doctorate","Single"
"2494",5240,"$60K - $80K",35,38,25,"M","Graduate","Married"
"2495",4182,"$120K +",53,24,40,"M","High School","Married"
"2496",9857,"Less than $40K",33,103,24,"F","College","Divorced"
"2497",20117,"$80K - $120K",38,58,33,"M","Uneducated","Married"
"2498",6012,"Less than $40K",31,72,22,"M","High School","Divorced"
"2499",6369,"$60K - $80K",37,47,27,"M","Graduate","Married"
"2500",13005,"$80K - $120K",36,53,30,"M","Uneducated","Single"
"2502",6679,"Less than $40K",58,29,39,"F","Post-Graduate","Married"
"2503",6458,"Less than $40K",39,49,34,"F","Graduate","Married"
"2506",2801,"$80K - $120K",55,44,36,"M","Graduate","Married"
"2507",2419,"Less than $40K",50,73,40,"M","Uneducated","Single"
"2508",5156,"$40K - $60K",33,54,24,"M","High School","Single"
"2510",10257,"$80K - $120K",63,30,51,"M","High School","Married"
"2513",32096,"$80K - $120K",51,69,45,"M","Doctorate","Married"
"2516",2555,"Less than $40K",52,45,45,"F","Post-Graduate","Single"
"2517",34516,"$80K - $120K",34,63,28,"M","Post-Graduate","Single"
"2518",2140,"Less than $40K",64,34,54,"M","High School","Married"
"2519",4760,"$40K - $60K",62,20,43,"F","Uneducated","Married"
"2520",26372,"$80K - $120K",38,56,27,"M","Graduate","Single"
"2521",8203,"Less than $40K",52,63,43,"F","Graduate","Married"
"2522",2655,"$40K - $60K",35,26,24,"F","Doctorate","Married"
"2523",13655,"$120K +",35,59,27,"M","Graduate","Single"
"2524",12169,"$80K - $120K",54,38,48,"M","College","Married"
"2526",2598,"$60K - $80K",35,59,18,"M","Doctorate","Single"
"2528",8232,"$40K - $60K",33,67,36,"F","Graduate","Single"
"2530",4671,"Less than $40K",37,58,29,"F","Uneducated","Married"
"2531",14869,"$120K +",35,48,28,"M","Graduate","Married"
"2532",2300,"$40K - $60K",59,27,36,"M","Graduate","Married"
"2534",2657,"$40K - $60K",48,77,30,"F","High School","Single"
"2535",9149,"$80K - $120K",58,36,46,"M","Uneducated","Married"
"2537",3176,"$40K - $60K",37,67,17,"M","Graduate","Divorced"
"2538",21875,"$80K - $120K",57,31,42,"M","Graduate","Married"
"2540",17404,"$60K - $80K",50,78,40,"M","College","Married"
"2541",2863,"$60K - $80K",56,39,51,"M","High School","Married"
"2542",34516,"$60K - $80K",48,57,37,"M","Graduate","Married"
"2543",13919,"$60K - $80K",40,67,30,"M","Graduate","Single"
"2545",4204,"Less than $40K",50,67,36,"F","Uneducated","Married"
"2546",6859,"Less than $40K",61,26,36,"F","Uneducated","Married"
"2547",16050,"$80K - $120K",36,56,30,"M","High School","Married"
"2548",34516,"$120K +",46,71,32,"M","High School","Married"
"2551",7881,"$40K - $60K",44,77,38,"F","High School","Single"
"2552",13427,"$80K - $120K",57,27,50,"M","High School","Married"
"2553",2281,"$80K - $120K",37,58,36,"M","Uneducated","Divorced"
"2554",10974,"$80K - $120K",57,26,52,"M","Uneducated","Married"
"2556",5265,"$60K - $80K",46,68,40,"M","High School","Married"
"2561",17198,"$80K - $120K",55,62,51,"M","Graduate","Single"
"2562",3401,"$120K +",53,54,41,"M","High School","Married"
"2565",27499,"$120K +",33,46,20,"M","High School","Married"
"2566",32964,"$120K +",39,45,36,"M","Graduate","Married"
"2567",7411,"Less than $40K",37,77,28,"F","High School","Single"
"2568",7200,"$40K - $60K",32,83,36,"M","Uneducated","Single"
"2570",3147,"Less than $40K",60,23,50,"F","Graduate","Married"
"2571",5110,"$80K - $120K",37,76,18,"M","Graduate","Single"
"2572",5438,"Less than $40K",43,75,35,"F","Graduate","Married"
"2573",17450,"$80K - $120K",56,38,40,"M","Uneducated","Married"
"2574",18352,"$80K - $120K",52,29,39,"M","College","Married"
"2575",5030,"$120K +",34,69,17,"M","Uneducated","Single"
"2577",1585,"Less than $40K",26,49,21,"M","Graduate","Single"
"2578",3251,"$120K +",54,31,42,"M","High School","Married"
"2579",2858,"Less than $40K",35,73,23,"F","Uneducated","Single"
"2581",16443,"$60K - $80K",41,64,28,"M","Graduate","Single"
"2582",3687,"Less than $40K",36,63,32,"F","Uneducated","Divorced"
"2583",4840,"Less than $40K",53,22,36,"F","Graduate","Married"
"2585",1909,"$60K - $80K",54,24,37,"M","College","Married"
"2586",19063,"$80K - $120K",53,58,44,"M","Post-Graduate","Single"
"2587",15982,"$80K - $120K",36,40,26,"M","High School","Married"
"2588",1438.3,"$60K - $80K",42,45,32,"M","Graduate","Single"
"2589",2549,"Less than $40K",27,61,14,"F","College","Divorced"
"2590",5967,"$60K - $80K",58,29,36,"M","Graduate","Married"
"2591",2182,"$40K - $60K",59,34,53,"M","Uneducated","Married"
"2592",2689,"Less than $40K",63,35,52,"F","Graduate","Married"
"2593",30622,"$80K - $120K",57,66,51,"M","Uneducated","Single"
"2596",3318,"Less than $40K",29,83,23,"F","High School","Single"
"2598",6746,"$40K - $60K",33,54,14,"M","College","Married"
"2599",4408,"$80K - $120K",35,49,36,"M","Graduate","Married"
"2600",4838,"Less than $40K",33,67,36,"F","Graduate","Single"
"2601",34516,"$80K - $120K",46,57,40,"M","Graduate","Single"
"2604",7928,"$60K - $80K",53,37,38,"M","Graduate","Married"
"2605",33996,"$120K +",50,77,42,"M","Graduate","Single"
"2606",4365,"$40K - $60K",48,57,40,"F","College","Divorced"
"2607",2248,"$60K - $80K",57,77,47,"M","High School","Single"
"2608",1901,"Less than $40K",34,52,27,"F","Graduate","Single"
"2609",34516,"$80K - $120K",55,31,45,"M","College","Single"
"2610",31680,"$120K +",58,25,54,"M","Graduate","Married"
"2611",1872,"Less than $40K",55,45,35,"F","Graduate","Married"
"2613",10991,"$40K - $60K",45,60,37,"M","College","Divorced"
"2614",3939,"Less than $40K",59,34,46,"M","Uneducated","Married"
"2615",2127,"$40K - $60K",53,37,40,"F","Post-Graduate","Married"
"2616",34010,"$80K - $120K",47,39,32,"M","Uneducated","Single"
"2618",1741,"Less than $40K",33,61,15,"F","Post-Graduate","Married"
"2621",2621,"Less than $40K",65,47,56,"M","High School","Married"
"2622",11115,"$40K - $60K",49,74,35,"F","Graduate","Married"
"2624",14438,"$80K - $120K",51,47,42,"M","High School","Married"
"2625",5228,"$80K - $120K",36,62,31,"M","High School","Single"
"2626",5550,"$60K - $80K",36,62,36,"M","Graduate","Married"
"2629",3450,"Less than $40K",30,64,24,"F","College","Single"
"2630",34516,"$120K +",46,56,36,"M","Graduate","Married"
"2631",30030,"$80K - $120K",41,38,36,"M","Uneducated","Divorced"
"2632",2151,"$40K - $60K",50,62,45,"M","Uneducated","Married"
"2634",27745,"$120K +",55,21,44,"M","Uneducated","Married"
"2635",4852,"Less than $40K",49,73,43,"F","High School","Married"
"2636",6735,"$60K - $80K",56,28,50,"M","Graduate","Married"
"2637",6128,"$40K - $60K",63,42,53,"M","Graduate","Married"
"2642",3402,"Less than $40K",38,28,34,"F","Graduate","Married"
"2643",2689,"$80K - $120K",52,33,43,"M","Graduate","Married"
"2644",1556,"Less than $40K",54,35,36,"M","Uneducated","Married"
"2645",7372,"$40K - $60K",58,56,36,"F","High School","Single"
"2647",2965,"Less than $40K",27,59,22,"F","Post-Graduate","Single"
"2649",8186,"$60K - $80K",32,67,14,"M","Uneducated","Single"
"2650",3846,"Less than $40K",58,47,49,"F","College","Married"
"2652",2944,"Less than $40K",48,61,28,"F","High School","Single"
"2653",34516,"$60K - $80K",38,52,36,"M","Post-Graduate","Single"
"2654",5660,"$80K - $120K",54,39,38,"M","High School","Married"
"2656",2494,"Less than $40K",35,57,26,"F","Uneducated","Married"
"2657",25215,"$80K - $120K",31,48,36,"M","College","Married"
"2658",2606,"$40K - $60K",40,50,24,"F","College","Married"
"2659",8133,"$80K - $120K",52,76,43,"M","Graduate","Single"
"2660",3101,"Less than $40K",57,32,36,"F","High School","Married"
"2661",24446,"$80K - $120K",48,75,29,"M","Graduate","Divorced"
"2662",2361,"$80K - $120K",49,78,39,"M","High School","Married"
"2663",2441,"$40K - $60K",40,62,32,"M","High School","Single"
"2664",8532,"$40K - $60K",45,63,41,"M","Graduate","Married"
"2666",2900,"$80K - $120K",36,72,17,"M","Graduate","Single"
"2667",6827,"Less than $40K",37,49,36,"F","Graduate","Single"
"2668",4513,"$40K - $60K",44,62,34,"F","College","Divorced"
"2669",27347,"$120K +",52,77,47,"M","College","Married"
"2670",1676,"Less than $40K",42,77,36,"F","High School","Married"
"2671",2802,"Less than $40K",62,33,50,"F","Graduate","Married"
"2673",4868,"Less than $40K",30,69,17,"F","Graduate","Single"
"2674",20437,"$60K - $80K",50,66,45,"M","Uneducated","Single"
"2675",2239,"$60K - $80K",32,60,26,"M","High School","Divorced"
"2676",2428,"Less than $40K",32,84,28,"F","Graduate","Single"
"2677",15027,"$60K - $80K",49,59,44,"M","Post-Graduate","Single"
"2678",32056,"$120K +",37,68,32,"M","Doctorate","Single"
"2682",34516,"$60K - $80K",48,68,40,"M","Uneducated","Single"
"2684",1864,"$40K - $60K",33,44,28,"F","Post-Graduate","Married"
"2685",23032,"$60K - $80K",36,73,24,"M","College","Single"
"2686",4277,"Less than $40K",36,49,36,"F","High School","Married"
"2687",2771,"$40K - $60K",56,27,41,"F","High School","Married"
"2688",2265,"Less than $40K",28,61,36,"M","High School","Divorced"
"2689",2853,"Less than $40K",31,68,19,"F","Uneducated","Divorced"
"2690",3075,"Less than $40K",44,53,33,"F","Uneducated","Single"
"2692",3065,"$40K - $60K",55,69,35,"M","Graduate","Single"
"2693",1438.3,"Less than $40K",34,91,28,"F","Doctorate","Single"
"2694",7118,"$40K - $60K",61,66,56,"F","Graduate","Single"
"2695",11419,"$60K - $80K",37,70,36,"M","Uneducated","Single"
"2696",2403,"$40K - $60K",46,64,37,"M","Graduate","Married"
"2697",2821,"Less than $40K",47,38,32,"F","Uneducated","Married"
"2698",2706,"$40K - $60K",54,39,43,"M","Graduate","Married"
"2700",2226,"Less than $40K",36,62,28,"F","High School","Single"
"2701",3351,"$60K - $80K",37,43,31,"M","Graduate","Married"
"2702",5570,"$40K - $60K",47,72,36,"M","College","Divorced"
"2704",2174,"Less than $40K",64,39,56,"F","High School","Married"
"2705",31501,"$80K - $120K",48,75,38,"M","Graduate","Married"
"2706",21695,"$60K - $80K",35,74,30,"M","Uneducated","Single"
"2709",16156,"$80K - $120K",49,81,36,"M","Uneducated","Single"
"2710",2413,"Less than $40K",53,24,46,"F","Graduate","Married"
"2711",5920,"$80K - $120K",56,28,45,"M","High School","Married"
"2712",5841,"$60K - $80K",41,81,28,"M","College","Single"
"2713",8418,"$60K - $80K",37,63,36,"M","High School","Single"
"2714",2490,"Less than $40K",30,53,21,"M","High School","Married"
"2715",20640,"$80K - $120K",45,53,35,"M","Post-Graduate","Married"
"2716",9453,"$60K - $80K",54,45,37,"M","High School","Married"
"2717",7949,"$60K - $80K",46,58,40,"M","Graduate","Married"
"2718",2758,"Less than $40K",36,86,36,"F","College","Single"
"2719",20148,"$120K +",48,74,41,"M","Doctorate","Single"
"2720",1438.3,"Less than $40K",59,47,36,"F","Doctorate","Single"
"2721",26566,"$80K - $120K",60,65,51,"M","Uneducated","Single"
"2722",13477,"$60K - $80K",44,67,34,"M","Graduate","Single"
"2723",9706,"Less than $40K",65,58,42,"M","College","Divorced"
"2724",7457,"$40K - $60K",46,64,41,"F","Graduate","Single"
"2725",34516,"$80K - $120K",48,80,40,"M","Graduate","Married"
"2726",19081,"$120K +",53,31,47,"M","High School","Married"
"2728",28830,"$80K - $120K",41,57,36,"M","High School","Single"
"2729",2563,"$40K - $60K",37,46,22,"F","High School","Divorced"
"2730",5240,"Less than $40K",29,64,13,"F","High School","Single"
"2731",3397,"Less than $40K",49,66,44,"F","Doctorate","Married"
"2732",1842,"Less than $40K",47,67,35,"M","Doctorate","Single"
"2734",20791,"$60K - $80K",33,93,21,"M","Graduate","Divorced"
"2737",3701,"$40K - $60K",36,86,28,"F","Graduate","Single"
"2738",4199,"Less than $40K",30,67,18,"F","Graduate","Single"
"2739",4353,"$40K - $60K",34,81,21,"M","High School","Single"
"2741",5454,"Less than $40K",39,67,22,"F","Post-Graduate","Married"
"2743",2845,"$40K - $60K",36,51,26,"M","Doctorate","Single"
"2745",25907,"$60K - $80K",45,56,33,"M","Uneducated","Married"
"2746",2206,"Less than $40K",38,35,33,"F","Uneducated","Single"
"2747",12050,"$40K - $60K",31,46,24,"M","Graduate","Single"
"2749",2107,"Less than $40K",63,35,36,"F","Graduate","Married"
"2750",3539,"Less than $40K",65,31,56,"M","Graduate","Married"
"2752",17905,"$40K - $60K",51,64,36,"M","Graduate","Married"
"2753",4940,"$60K - $80K",37,57,31,"M","Graduate","Married"
"2755",2464,"$60K - $80K",27,50,36,"M","Uneducated","Single"
"2756",3203,"$40K - $60K",34,52,36,"F","High School","Married"
"2757",1835,"Less than $40K",32,79,36,"F","College","Divorced"
"2758",1993,"Less than $40K",49,76,39,"F","Uneducated","Single"
"2762",8208,"$80K - $120K",39,39,25,"M","High School","Married"
"2763",26222,"$80K - $120K",42,30,32,"M","Doctorate","Married"
"2764",34173,"$80K - $120K",55,69,36,"M","College","Divorced"
"2765",3377,"$40K - $60K",57,32,49,"F","Graduate","Married"
"2766",5882,"$120K +",53,30,43,"M","Graduate","Married"
"2767",7158,"$80K - $120K",51,60,40,"M","Graduate","Married"
"2768",5833,"Less than $40K",47,75,41,"M","Graduate","Married"
"2769",4152,"$40K - $60K",26,42,36,"F","High School","Single"
"2770",11699,"$40K - $60K",37,46,24,"M","High School","Single"
"2771",4505,"$40K - $60K",45,68,35,"F","Uneducated","Single"
"2772",7667,"$60K - $80K",55,76,48,"M","Uneducated","Single"
"2773",34516,"$120K +",37,62,28,"M","Graduate","Single"
"2774",2937,"Less than $40K",36,51,31,"F","Graduate","Single"
"2775",5257,"Less than $40K",36,73,36,"F","High School","Single"
"2776",10331,"$60K - $80K",39,81,28,"M","High School","Single"
"2777",17557,"$60K - $80K",47,62,36,"M","Uneducated","Married"
"2778",4366,"Less than $40K",56,37,48,"F","Graduate","Married"
"2781",8514,"$120K +",49,74,36,"M","Graduate","Single"
"2782",2002,"Less than $40K",36,60,26,"F","Uneducated","Single"
"2783",3132,"Less than $40K",51,60,35,"F","High School","Married"
"2784",2010,"$40K - $60K",26,85,13,"F","College","Married"
"2785",7567,"$80K - $120K",34,45,23,"M","Graduate","Married"
"2787",34516,"$120K +",43,88,31,"M","Graduate","Married"
"2789",1438.3,"Less than $40K",42,67,19,"F","High School","Single"
"2790",3735,"$80K - $120K",38,47,30,"M","College","Married"
"2791",22127,"$60K - $80K",55,63,37,"M","Post-Graduate","Single"
"2793",7348,"$40K - $60K",62,61,50,"M","Uneducated","Single"
"2796",5076,"Less than $40K",29,57,36,"F","Post-Graduate","Single"
"2798",28634,"$80K - $120K",43,68,36,"M","Uneducated","Married"
"2799",3414,"Less than $40K",49,49,36,"F","Post-Graduate","Single"
"2800",12315,"$80K - $120K",43,51,23,"M","High School","Married"
"2801",2690,"$40K - $60K",41,68,36,"F","Uneducated","Married"
"2802",12165,"$80K - $120K",43,74,31,"M","Graduate","Single"
"2803",1792,"Less than $40K",51,63,46,"F","Graduate","Single"
"2804",19300,"$80K - $120K",37,70,30,"M","Doctorate","Single"
"2805",8120,"$40K - $60K",37,54,24,"M","College","Divorced"
"2806",2292,"$80K - $120K",49,60,36,"M","High School","Married"
"2807",21434,"$80K - $120K",36,46,25,"M","Uneducated","Married"
"2811",32446,"$120K +",45,39,35,"M","High School","Married"
"2812",9133,"$80K - $120K",41,88,36,"M","Graduate","Married"
"2813",5116,"$80K - $120K",47,49,37,"M","Graduate","Single"
"2814",18974,"$80K - $120K",39,56,31,"M","Post-Graduate","Married"
"2815",12101,"$120K +",51,44,45,"M","Uneducated","Single"
"2816",5379,"$40K - $60K",55,40,46,"F","High School","Single"
"2817",32676,"$120K +",57,88,49,"M","Graduate","Single"
"2818",34516,"$120K +",36,60,31,"M","Doctorate","Divorced"
"2821",5858,"$40K - $60K",39,77,34,"F","Graduate","Single"
"2822",2692,"$40K - $60K",65,36,56,"F","Graduate","Married"
"2823",7165,"Less than $40K",51,78,45,"F","Uneducated","Married"
"2824",1438.3,"Less than $40K",50,81,38,"F","High School","Married"
"2825",26988,"$60K - $80K",38,70,32,"M","Graduate","Single"
"2828",10745,"Less than $40K",40,87,27,"F","Graduate","Single"
"2831",2722,"Less than $40K",46,69,35,"F","Uneducated","Single"
"2832",8228,"Less than $40K",49,80,36,"F","Graduate","Married"
"2834",34516,"$80K - $120K",49,76,39,"M","Graduate","Married"
"2835",14821,"$80K - $120K",38,60,24,"M","Graduate","Divorced"
"2838",2047,"$80K - $120K",52,66,47,"M","Graduate","Single"
"2839",22380,"$80K - $120K",40,73,34,"M","Graduate","Single"
"2840",12893,"$80K - $120K",36,60,31,"M","Uneducated","Married"
"2841",3351,"Less than $40K",53,66,47,"M","High School","Single"
"2843",1438.3,"$40K - $60K",54,37,44,"M","Graduate","Married"
"2844",2165,"$60K - $80K",34,81,20,"M","College","Single"
"2847",34516,"$120K +",50,35,42,"M","Graduate","Married"
"2848",5260,"$120K +",36,62,28,"M","Uneducated","Divorced"
"2849",1438.3,"Less than $40K",56,32,48,"F","Graduate","Married"
"2851",6637,"Less than $40K",45,48,32,"M","College","Married"
"2852",3174,"$120K +",36,74,28,"M","Graduate","Single"
